iter	RMSE
524	5.150146856
525	5.1484421
526	5.148049995
527	5.1472744
528	5.146222654
529	5.14518914
530	5.144675175
531	5.143372067
532	5.142437468
533	5.141478898
534	5.140005854
535	5.138661319
536	5.137453487
537	5.136607654
538	5.135111032
539	5.133930998
540	5.133599633
541	5.132126087
542	5.130543303
543	5.129422244
544	5.127414692
545	5.127248234
546	5.126816192
547	5.126068791
548	5.124844785
549	5.123299202
550	5.122608362
551	5.12175819
552	5.120664345
553	5.119496026
554	5.119135324
555	5.11763009
556	5.116887357
557	5.115985224
558	5.115705339
559	5.114589977
560	5.1140817
561	5.112172719
562	5.111547896
563	5.110564585
564	5.109288582
565	5.108262945
566	5.107767928
567	5.106619115
568	5.105220072
569	5.103951777
570	5.103276326
571	5.102266543
572	5.101119998
573	5.100488967
574	5.099292982
575	5.09821093
576	5.096665706
577	5.095671437
578	5.095059577
579	5.093579513
580	5.09291012
581	5.090872115
582	5.089886143
583	5.08927109
584	5.088323905
585	5.087138971
586	5.086361327
587	5.085259883
588	5.083266005
589	5.08195871
590	5.08102685
591	5.07919
592	5.077337019
593	5.075326156
594	5.074085363
595	5.071521753
596	5.070431864
597	5.069524527
598	5.067711482
599	5.066803342
600	5.066291591
601	5.064823856
602	5.063966619
603	5.06319158
604	5.061455324
605	5.059818104
606	5.059058472
607	5.057491644
608	5.05686387
609	5.055618194
610	5.05533247
611	5.05286024
612	5.051685981
613	5.049897575
614	5.048457182
615	5.047286821
616	5.045484377
617	5.044751677
618	5.043818978
619	5.04299318
620	5.042333971
621	5.041605022
622	5.040204277
623	5.039075052
624	5.038436851
625	5.037751064
626	5.036565755
627	5.035979217
628	5.03463054
629	5.03313218
630	5.032229216
631	5.031244135
632	5.029881989
633	5.028073402
634	5.026756976
635	5.025576555
636	5.024515552
637	5.023727653
638	5.02189973
639	5.02123075
640	5.02009822
641	5.018995373
642	5.017617341
643	5.01600579
644	5.015065128
645	5.014051152
646	5.013068859
647	5.011828667
648	5.011107431
649	5.010541844
650	5.009524402
651	5.008972722
652	5.007380802
653	5.006826836
654	5.005468372
655	5.005004664
656	5.003352092
657	5.002194272
658	5.001197459
659	4.999679276
660	4.999170001
661	4.996836811
662	4.99558931
663	4.993930187
664	4.993134533
665	4.992058072
666	4.991145427
667	4.990570229
668	4.989662126
669	4.988372675
670	4.987443947
671	4.986695516
672	4.985699618
673	4.984831243
674	4.984196834
675	4.982861704
676	4.982591394
677	4.981694995
678	4.979912088
679	4.978763018
680	4.977963568
681	4.976886596
682	4.975092913
683	4.974347879
684	4.973200585
685	4.971776629
686	4.971309904
687	4.969575651
688	4.96783205
689	4.966754808
690	4.965198955
691	4.964418941
692	4.963226664
693	4.962252107
694	4.961440634
695	4.960329209
696	4.959238937
697	4.9584145
698	4.957446565
699	4.955876811
700	4.955302039
701	4.954490445
702	4.953994053
703	4.953209369
704	4.952531545
705	4.951452079
706	4.950708023
707	4.949368419
708	4.948859137
709	4.94759843
710	4.946525344
711	4.945494225
712	4.943749362
713	4.941756286
714	4.940458641
715	4.939711723
716	4.939523837
717	4.939072647
718	4.937972085
719	4.937613781
720	4.936813745
721	4.936057363
722	4.93535985
723	4.934786006
724	4.933798197
725	4.932336126
726	4.931388072
727	4.930967381
728	4.929986942
729	4.928420038
730	4.927999778
731	4.926486179
732	4.925877988
733	4.925592756
734	4.924981123
735	4.92419402
736	4.922861459
737	4.921800419
738	4.920899928
739	4.919775152
740	4.918509685
741	4.917915128
742	4.916973722
743	4.915829633
744	4.914936999
745	4.913654343
746	4.912712514
747	4.911981974
748	4.911409645
749	4.9106449
750	4.908887224
751	4.908484657
752	4.907358032
753	4.906536108
754	4.905179348
755	4.904369314
756	4.903757968
757	4.902612368
758	4.902027593
759	4.900706875
760	4.899625337
761	4.898238267
762	4.896639877
763	4.895318116
764	4.894798582
765	4.893526701
766	4.891871419
767	4.890751265
768	4.890132781
769	4.889492225
770	4.888219321
771	4.887494571
772	4.886635382
773	4.885737911
774	4.88518152
775	4.883202232
776	4.881844394
777	4.881369542
778	4.880593448
779	4.879293703
780	4.877575129
781	4.876994209
782	4.876665843
783	4.876424428
784	4.875755457
785	4.874190582
786	4.87312089
787	4.871908649
788	4.870101117
789	4.869009188
790	4.868448376
791	4.867330906
792	4.866295671
793	4.865549279
794	4.864855754
795	4.864326126
796	4.862849787
797	4.862365635
798	4.861779995
799	4.860781742
800	4.860152321
801	4.859651009
802	4.858479378
803	4.856892256
804	4.855519209
805	4.854211118
806	4.853204404
807	4.851735756
808	4.85117152
809	4.849856702
810	4.849073283
811	4.848351872
812	4.847623555
813	4.846981002
814	4.845151842
815	4.843924276
816	4.84225216
817	4.84115712
818	4.839588503
819	4.837915292
820	4.836830394
821	4.835829547
822	4.835339721
823	4.834329709
824	4.83324905
825	4.832082646
826	4.83094885
827	4.829560432
828	4.82910512
829	4.828206127
830	4.825743266
831	4.82506247
832	4.824869743
833	4.824110677
834	4.82319543
835	4.822177373
836	4.820762396
837	4.820452364
838	4.819031297
839	4.817740425
840	4.816952267
841	4.815659757
842	4.814992501
843	4.813535075
844	4.812785461
845	4.811690974
846	4.810708783
847	4.809687248
848	4.809304622
849	4.80837883
850	4.806872709
851	4.805905712
852	4.80529035
853	4.804610951
854	4.803845827
855	4.802675199
856	4.801545123
857	4.801164371
858	4.800473138
859	4.799639856
860	4.798624896
861	4.79761053
862	4.796953723
863	4.795527146
864	4.794412067
865	4.793262059
866	4.792833749
867	4.791292485
868	4.790958416
869	4.78954306
870	4.789156531
871	4.789038017
872	4.788678553
873	4.786765637
874	4.785939563
875	4.785283862
876	4.783891933
877	4.783607149
878	4.782697881
879	4.782051541
880	4.781508546
881	4.781195515
882	4.78096711
883	4.779739055
884	4.779274554
885	4.779014722
886	4.778169845
887	4.777386029
888	4.777079993
889	4.776954078
890	4.776424322
891	4.775869239
892	4.774406386
893	4.77390035
894	4.773372534
895	4.772596757
896	4.771359941
897	4.770833351
898	4.770336305
899	4.769307471
900	4.76811384
901	4.766213332
902	4.765573336
903	4.764382854
904	4.763500106
905	4.762152568
906	4.761905945
907	4.760986553
908	4.759908537
909	4.758406188
910	4.756943031
911	4.756236621
912	4.755108482
913	4.754473431
914	4.754262388
915	4.753681664
916	4.753333859
917	4.752238384
918	4.75122622
919	4.750917845
920	4.749951291
921	4.748216575
922	4.747845768
923	4.74733776
924	4.746755045
925	4.745852474
926	4.74481991
927	4.742706515
928	4.74148456
929	4.740273173
930	4.739210461
931	4.738405401
932	4.737820715
933	4.737246611
934	4.736424533
935	4.734608101
936	4.73416947
937	4.733195252
938	4.732218335
939	4.731255746
940	4.730600788
941	4.730128063
942	4.729199296
943	4.728274143
944	4.726861362
945	4.72573698
946	4.724672878
947	4.724521
948	4.722869528
949	4.722309117
950	4.722121848
951	4.720426155
952	4.719299155
953	4.718359704
954	4.71775132
955	4.716330604
956	4.715280889
957	4.714970616
958	4.71428715
959	4.713630083
960	4.711940874
961	4.710484489
962	4.709292567
963	4.707902248
964	4.707647195
965	4.707200371
966	4.706120136
967	4.705805931
968	4.704690023
969	4.704123913
970	4.703446784
971	4.702777869
972	4.702397052
973	4.70148815
974	4.700007872
975	4.698613644
976	4.69742926
977	4.696649994
978	4.695764058
979	4.695281642
980	4.695002026
981	4.694677141
982	4.69323354
983	4.692492735
984	4.692285775
985	4.692047142
986	4.691230502
987	4.690012831
988	4.689703285
989	4.689627825
990	4.688978699
991	4.687600072
992	4.687129793
993	4.686473221
994	4.686342508
995	4.685715521
996	4.685203652
997	4.683876221
998	4.683491948
999	4.683196102
